first_name,last_name,full_name,number
Patrizio,Columbo,Patrizio Columbo,3704498751
Ludovica,Finzi,Ludovica Finzi,3215423327
Tina,Ottino,Tina Ottino,3577817989
Milena,Ceravolo,Milena Ceravolo,3263350346
Allegra,Moretti,Allegra Moretti,3607622692
Evangelista,Mantegna-Sagredo,Evangelista Mantegna-Sagredo,3576422890
Leopoldo,Bombieri,Leopoldo Bombieri,3926815435
Camillo,Broschi-Renier,Camillo Broschi-Renier,3649442188
Romeo,Nicolini,Romeo Nicolini,3596454426
Rodolfo,Ariosto,Rodolfo Ariosto,3629824081
Aurora,Golino-Tartaglia,Aurora Golino-Tartaglia,3156452001
Sig.,Paride,Sig. Paride Sanguineti,3440778681
Bettina,Telesio,Bettina Telesio,3626672801
Giustino,Tropea,Giustino Tropea,3610782760
Valentina,Ariosto-Jilani,Valentina Ariosto-Jilani,3489695411
Enzo,Pascarella,Enzo Pascarella,3373656201
Sig.ra,Valeria,Sig.ra Valeria Zampa,3787937000
Sig.,Luchino,Sig. Luchino Morgagni,3397970538
Fabio,Salandra-Bosio,Fabio Salandra-Bosio,3909278547
Massimiliano,Malaparte,Massimiliano Malaparte,3634999231
Annetta,Renier-Alighieri,Annetta Renier-Alighieri,3390416640
Maria,Mazzeo,Maria Mazzeo,3171569619
Coriolano,Trentin,Coriolano Trentin,3712804229
Gioacchino,Panatta,Gioacchino Panatta,3135556195
Enzio,Tamburini,Enzio Tamburini,3969503443
Raffaellino,Sokolov,Raffaellino Sokolov,3119698939
Annetta,Tarchetti,Annetta Tarchetti,3017005264
Sig.,Giacomo,Sig. Giacomo Castioni,3375769320
Aurora,Bottaro,Aurora Bottaro,3692904228
Guido,Piacentini,Guido Piacentini,3645310975
Danilo,Almagià,Danilo Almagià,3718823049
Giuliano,Capone,Giuliano Capone,3194603908
Giampaolo,Gullotta,Giampaolo Gullotta,3290176410
Rosaria,Paoletti,Rosaria Paoletti,3594231530
Gianluca,Volterra-Guarneri,Gianluca Volterra-Guarneri,3256628168
Teresa,Sraffa,Teresa Sraffa,3990264315
Ottavio,Golgi-Pacomio,Ottavio Golgi-Pacomio,3407778626
Dott.,Renzo,Dott. Renzo Antonioni,3534852421
Tonino,Trincavelli-Persico,Tonino Trincavelli-Persico,3981210682
Ruggiero,Sauli,Ruggiero Sauli,3159638305
Ugolino,Valentino,Ugolino Valentino,3030551637
Monica,Virgilio,Monica Virgilio,3481308282
Ida,Samele,Ida Samele,3218136112
Lilla,Orengo-Canali,Lilla Orengo-Canali,3384794661
Rolando,Monduzzi-Faggiani,Rolando Monduzzi-Faggiani,3656878544
Griselda,Antonello,Griselda Antonello,3501946724
Valerio,Giunti,Valerio Giunti,3819380768
Sig.ra,Greca,Sig.ra Greca Interiano,3368294774
Lamberto,Orsini,Lamberto Orsini,3774102998
Eliana,Beccaria,Eliana Beccaria,3256317082
Chiara,Costalonga,Chiara Costalonga,3457317780
Maurilio,Almagià-Canova,Maurilio Almagià-Canova,3199797181
Costanzo,Anichini,Costanzo Anichini,3641041716
Uberto,Ottino,Uberto Ottino,3883497013
Etta,Palumbo,Etta Palumbo,3880052402
Tonino,Desio,Tonino Desio,3952620083
Donatello,Jilani,Donatello Jilani,3086322921
Berenice,Garibaldi,Berenice Garibaldi,3002669219
Marta,Grassi,Marta Grassi,3729768092
Atenulf,Condoleo,Atenulf Condoleo,3123815439
Etta,Mazzocchi-Marzorati,Etta Mazzocchi-Marzorati,3929407612
Veronica,Mascheroni,Veronica Mascheroni,3125289160
Marta,Scotti-Prati,Marta Scotti-Prati,3371970996
Valentina,Morrocco,Valentina Morrocco,3304252236
Armando,Jacuzzi,Armando Jacuzzi,3308256167
Antonella,Ajello,Antonella Ajello,3308877364
Luigina,Staglieno,Luigina Staglieno,3963334554
Marta,Borghese,Marta Borghese,3619929187
Dott.,Renzo,Dott. Renzo Bergoglio,3156683897
Calogero,Guidone,Calogero Guidone,3895422097
Stefano,Castellitto,Stefano Castellitto,3791510494
Dott.,Gilberto,Dott. Gilberto Golgi,3350446044
Liliana,Morricone,Liliana Morricone,3816015403
Roman,Barozzi,Roman Barozzi,3446652020
Marissa,Camuccini,Marissa Camuccini,3649724545
Dott.,Milena,Dott. Milena Fuseli,3207757416
Bettina,Strangio,Bettina Strangio,3009635817
Mercedes,Biagi,Mercedes Biagi,3869991101
Stefani,Ferrucci,Stefani Ferrucci,3531898771
Melania,Palombi,Melania Palombi,3319946083
Sig.ra,Evangelista,Sig.ra Evangelista Pepe,3346164838
Lilla,Trebbi,Lilla Trebbi,3022594569
Gioachino,Andreotti,Gioachino Andreotti,3205543673
Milena,Guarato,Milena Guarato,3243873593
Tatiana,Telesio,Tatiana Telesio,3175196290
Luciana,Garrone,Luciana Garrone,3341300979
Telemaco,Dossi,Telemaco Dossi,3261837009
Fernanda,Battelli,Fernanda Battelli,3852685738
Micheletto,Goldoni,Micheletto Goldoni,3884878006
Orazio,Dandolo,Orazio Dandolo,3981817077
Bruno,Ceravolo,Bruno Ceravolo,3254503569
Silvio,Cibin,Silvio Cibin,3707476548
Vittorio,Doria-Poerio,Vittorio Doria-Poerio,3055603453
Federigo,Cristoforetti,Federigo Cristoforetti,3957216784
Arnaldo,Parri,Arnaldo Parri,3188567155
Claudio,Catenazzi,Claudio Catenazzi,3624683080
Ansaldo,Rinaldi,Ansaldo Rinaldi,3043598133
Stella,Foletti,Stella Foletti,3305480485
Calogero,Terragni,Calogero Terragni,3507431231
Annetta,Valier,Annetta Valier,3057085790
Dott.,Paulina,Dott. Paulina Doria,3714026701
Giustino,Albertini,Giustino Albertini,3247551122
Sonia,Argan,Sonia Argan,3371536214
Piero,Fusani,Piero Fusani,3719084637
Cipriano,Sagese,Cipriano Sagese,3412955545
Dott.,Ramona,Dott. Ramona Bergoglio,3516410980
Sig.,Virgilio,Sig. Virgilio Iacovelli,3845801721
Baccio,Magnani,Baccio Magnani,3182878730
Sig.ra,Livia,Sig.ra Livia Vigorelli,3105636655
Marta,Sokolov-Taccola,Marta Sokolov-Taccola,3645860854
Giosuè,Casagrande,Giosuè Casagrande,3655924018
Beatrice,Campise,Beatrice Campise,3114348300
Raffaella,Amato-Murri,Raffaella Amato-Murri,3904352989
Camilla,Gabrieli,Camilla Gabrieli,3830541998
Fabia,Pirandello,Fabia Pirandello,3677306151
Sig.,Annibale,Sig. Annibale Blasi,3428499342
Sig.ra,Fernanda,Sig.ra Fernanda Errani,3439660528
Dott.,Lina,Dott. Lina Mattarella,3944476586
Dott.,Fernanda,Dott. Fernanda Parri,3019854226
Aldo,Giusti,Aldo Giusti,3771504908
Marcella,Trombetta,Marcella Trombetta,3113214024
Dott.,Raffaellino,Dott. Raffaellino Ossola,3322083266
Dott.,Amanda,Dott. Amanda Valmarana,3670387440
Dott.,Stefani,Dott. Stefani Donini,3558894912
Letizia,Interminei,Letizia Interminei,3661559275
Paulina,Satta-Borrani,Paulina Satta-Borrani,3903193601
Nanni,Mazzeo,Nanni Mazzeo,3945199219
Vittoria,Persico,Vittoria Persico,3178732875
Delfino,Gadda,Delfino Gadda,3624188526
Riccardo,Mercalli,Riccardo Mercalli,3486727273
Allegra,Tornatore,Allegra Tornatore,3370267721
Micheletto,Boccaccio,Micheletto Boccaccio,3389448374
Stella,Offredi,Stella Offredi,3626345917
Claudia,Renier,Claudia Renier,3289684726
Eva,Marini,Eva Marini,3201479561
Stella,Versace,Stella Versace,3114183830
Chiara,Soranzo-Fantoni,Chiara Soranzo-Fantoni,3957824946
Guarino,Botta,Guarino Botta,3022082086
Dott.,Maria,Dott. Maria Bianchini,3528439013
Gianluca,Samele,Gianluca Samele,3775660991
Sig.,Annibale,Sig. Annibale Rossini,3720615918
Maria,Nadi,Maria Nadi,3481922555
Virgilio,Peranda,Virgilio Peranda,3751600788
Daria,Trapani,Daria Trapani,3688300477
Martino,Gullotta,Martino Gullotta,3759472039
Emilio,Pacillo,Emilio Pacillo,3041652512
Geronimo,Fabrizi,Geronimo Fabrizi,3192940759
Melania,Gori,Melania Gori,3198319752
Riccardo,Offredi,Riccardo Offredi,3786924052
Amalia,Trebbi,Amalia Trebbi,3863652254
Dott.,Tina,Dott. Tina Monti,3032498591
Carmelo,Soderini,Carmelo Soderini,3233282653
Dott.,Vincenza,Dott. Vincenza Pergolesi,3251409316
Michelangelo,Santi,Michelangelo Santi,3398814666
Zaira,Niggli,Zaira Niggli,3626156541
Laureano,Agazzi,Laureano Agazzi,3438222015
Sig.,Azeglio,Sig. Azeglio Petrassi,3835842311
Raffaele,Goldstein,Raffaele Goldstein,3801768919
Alessandra,Bacosi,Alessandra Bacosi,3544087053
Pasquale,Solari,Pasquale Solari,3057090135
Annalisa,Grasso,Annalisa Grasso,3178749877
Arnulfo,Salvini,Arnulfo Salvini,3650675743
Sig.,Calcedonio,Sig. Calcedonio Bombieri,3428987981
Gianfrancesco,Barozzi,Gianfrancesco Barozzi,3457417743
Telemaco,Morucci,Telemaco Morucci,3997162156
Rossana,Polesel-Bassi,Rossana Polesel-Bassi,3903108572
Fortunata,Bertoli,Fortunata Bertoli,3695545980
Flavio,Gozzano,Flavio Gozzano,3170740142
Barbara,Scotto-Pergolesi,Barbara Scotto-Pergolesi,3037048394
Eva,Mancini-Pininfarina,Eva Mancini-Pininfarina,3137200123
Lolita,Finetti,Lolita Finetti,3134425396
Antonietta,Branciforte,Antonietta Branciforte,3830850007
Laura,Baroffio,Laura Baroffio,3243086924
Sig.ra,Barbara,Sig.ra Barbara Renault,3474723005
Ornella,Fantozzi,Ornella Fantozzi,3980108258
Sig.ra,Fabia,Sig.ra Fabia Cappelli,3177433990
Pompeo,Meucci,Pompeo Meucci,3593704176
Ermanno,Petrucci,Ermanno Petrucci,3562579840
Ennio,Onio,Ennio Onio,3336376139
Gemma,Fibonacci-Renzi,Gemma Fibonacci-Renzi,3066362135
Dott.,Benvenuto,Dott. Benvenuto Piccio,3503489321
Gianfranco,Gianetti,Gianfranco Gianetti,3636528701
Sig.ra,Fabrizia,Sig.ra Fabrizia Modigliani,3745712275
Dott.,Carolina,Dott. Carolina Maglio,3586025172
Azeglio,Pininfarina,Azeglio Pininfarina,3622950232
Giuseppina,Ferrara,Giuseppina Ferrara,3413320652
Dante,Gianetti-Bombieri,Dante Gianetti-Bombieri,3922697372
Sig.,Bruno,Sig. Bruno Pinamonte,3064323869
Ranieri,Anastasi,Ranieri Anastasi,3128318593
Ernesto,Borsiere,Ernesto Borsiere,3290800332
Rosaria,Leonardi,Rosaria Leonardi,3603068932
Letizia,Giannetti,Letizia Giannetti,3876927357
Hugo,Zeffirelli,Hugo Zeffirelli,3525261242
Anita,Ritacca,Anita Ritacca,3740284866
Raffaella,Ciani,Raffaella Ciani,3385246088
Caterina,Soffici-Tuzzolino,Caterina Soffici-Tuzzolino,3084060274
Sig.ra,Monica,Sig.ra Monica Giannini,3587324906
Marco,Migliaccio,Marco Migliaccio,3348770994
Liberto,Giannetti-Pavanello,Liberto Giannetti-Pavanello,3802823421
Dott.,Paoletta,Dott. Paoletta Guidotti,3933450798
Cirillo,Versace-Malaparte,Cirillo Versace-Malaparte,3252070101
Rodolfo,Montecchi-Solimena,Rodolfo Montecchi-Solimena,3415020400
Roman,Volterra,Roman Volterra,3927649358
Sig.,Pier,Sig. Pier Tafuri,3815235622
Fabio,Andreotti,Fabio Andreotti,3796255141
Germana,Respighi-Donati,Germana Respighi-Donati,3136707992
Carmelo,Sraffa,Carmelo Sraffa,3672194570
Gabriele,Fuseli,Gabriele Fuseli,3389926670
Gabriele,Morabito,Gabriele Morabito,3199563620
Dott.,Amalia,Dott. Amalia Miniati,3523099697
Hugo,Vergassola-Serlupi,Hugo Vergassola-Serlupi,3494009953
Edoardo,Armellini-Zabarella,Edoardo Armellini-Zabarella,3367279073
Rosina,Errigo,Rosina Errigo,3481482238
Morena,Pavone,Morena Pavone,3189002771
Maria,Vigorelli,Maria Vigorelli,3454851350
Ubaldo,Finzi,Ubaldo Finzi,3675341264
Ubaldo,Pergolesi,Ubaldo Pergolesi,3565381166
Alessia,Jacuzzi,Alessia Jacuzzi,3573252143
Nicola,Florio,Nicola Florio,3423909447
Lilla,Bacosi,Lilla Bacosi,3693797946
Sandro,Marzorati,Sandro Marzorati,3055169776
Alberto,Aloisio,Alberto Aloisio,3368734939
Giuseppe,Brunello,Giuseppe Brunello,3623433422
Marta,Scaramucci,Marta Scaramucci,3886720244
Dino,Agazzi,Dino Agazzi,3175498635
Giuseppina,Finzi-Belletini,Giuseppina Finzi-Belletini,3373667144
Dott.,Dante,Dott. Dante Tarchetti,3010173509
Etta,Basso,Etta Basso,3294357161
Alberto,Pisacane,Alberto Pisacane,3887397856
Geronimo,Ubaldi,Geronimo Ubaldi,3810823450
Anita,Dibiasi,Anita Dibiasi,3036527901
Maria,Bruno,Maria Bruno,3755962729
Salvatore,Donatoni,Salvatore Donatoni,3364911803
Umberto,Castelli,Umberto Castelli,3952425376
Flora,Leoncavallo,Flora Leoncavallo,3362249024
Etta,Chiappetta,Etta Chiappetta,3607580736
Bianca,Baggio,Bianca Baggio,3683038659
Sig.,Fedele,Sig. Fedele Borzomì,3262645455
Alina,Iacovelli,Alina Iacovelli,3530278315
Fabrizio,Canetta,Fabrizio Canetta,3853258306
Geronimo,Iannucci,Geronimo Iannucci,3670063835
Fiorenzo,Gaggini,Fiorenzo Gaggini,3632284739
Hugo,Lerner-Aporti,Hugo Lerner-Aporti,3303815040
Sandro,Bertoli-Storladi,Sandro Bertoli-Storladi,3977495302
Erika,Marconi,Erika Marconi,3268446099
Berenice,Bragadin,Berenice Bragadin,3751475341
Sig.ra,Luigina,Sig.ra Luigina Cesaroni,3733770591
Pina,Querini,Pina Querini,3683134571
Maria,Galuppi,Maria Galuppi,3594853846
Mariano,Morricone-Fusani,Mariano Morricone-Fusani,3141689539
Sig.ra,Sophia,Sig.ra Sophia Esposito,3073540574
Carla,Ungaretti,Carla Ungaretti,3557556781
Pietro,Antonioni,Pietro Antonioni,3734754514
Nicoletta,Manunta-Mazzanti,Nicoletta Manunta-Mazzanti,3541200701
Donna,Mondadori,Donna Mondadori,3066360181
Sandra,Brunelleschi,Sandra Brunelleschi,3603214777
Puccio,Sagredo,Puccio Sagredo,3473852885
Serafina,Nadi-Bompiani,Serafina Nadi-Bompiani,3003022656
Venancio,Pulci,Venancio Pulci,3729820423
Martina,Panicucci,Martina Panicucci,3508143883
Sig.ra,Martina,Sig.ra Martina Mascheroni,3500264647
Luca,Tonisto-Riccardi,Luca Tonisto-Riccardi,3633111737
Donatella,Crispi,Donatella Crispi,3791389559
Fiorino,Contrafatto,Fiorino Contrafatto,3678336055
Orlando,Esposito,Orlando Esposito,3144551332
Panfilo,Asprucci,Panfilo Asprucci,3987423059
Luisa,Gualtieri-Bellocchio,Luisa Gualtieri-Bellocchio,3413334821
Lilla,Sagnelli,Lilla Sagnelli,3555912894
Giuliano,Dallara,Giuliano Dallara,3315759953
Giulietta,Comboni,Giulietta Comboni,3037984793
Luciana,Vigliotti,Luciana Vigliotti,3130434426
Filippa,Navarria-Columbo,Filippa Navarria-Columbo,3872306673
Dolores,Leone,Dolores Leone,3867398861
Nina,Federico,Nina Federico,3211839563
Marcello,Scamarcio,Marcello Scamarcio,3316496524
Sig.,Girolamo,Sig. Girolamo Badoer,3167142908
Dott.,Costantino,Dott. Costantino Trevisani,3769868188
Raffaele,Giannuzzi,Raffaele Giannuzzi,3582033850
Amedeo,Ajello,Amedeo Ajello,3157546931
Chiara,Luxardo,Chiara Luxardo,3046526062
Lodovico,Babati,Lodovico Babati,3477889008
Sig.,Niccolò,Sig. Niccolò Cignaroli,3886521997
Bettina,Guicciardini,Bettina Guicciardini,3551371020
Sylvia,Ubaldi,Sylvia Ubaldi,3623769570
Benito,Comboni,Benito Comboni,3901902653
Dott.,Caterina,Dott. Caterina Varano,3460027343
Sig.,Ivo,Sig. Ivo Pistoletto,3333095694
Antonia,Biagi,Antonia Biagi,3686249771
Azeglio,Cadorna,Azeglio Cadorna,3600067650
Flavia,Anichini-Caironi,Flavia Anichini-Caironi,3471638565
Uberto,Pagnotto,Uberto Pagnotto,3202922076
Laureano,Buscetta-Pacillo,Laureano Buscetta-Pacillo,3030630339
Pasqual,Orengo,Pasqual Orengo,3194259307
Sig.,Michele,Sig. Michele Trupiano,3252973419
Antonella,Persico,Antonella Persico,3893709526
Alessandro,Brambilla,Alessandro Brambilla,3641682706
Dott.,Cristina,Dott. Cristina Chigi,3302113605
Alberto,Paolini,Alberto Paolini,3982929088
Umberto,Chigi,Umberto Chigi,3358194777
Concetta,Morricone,Concetta Morricone,3880139481
Guido,Musatti,Guido Musatti,3675359399
Morena,Foscari-Dibiasi,Morena Foscari-Dibiasi,3128514837
Raffaella,Tremonti,Raffaella Tremonti,3889126069
Berenice,Beccaria,Berenice Beccaria,3623620611
Dott.,Giovanni,Dott. Giovanni Lattuada,3020526331
Manuel,Salvo,Manuel Salvo,3895842487
Melina,Tonisto,Melina Tonisto,3885849262
Baccio,Segni,Baccio Segni,3651098556
Agostino,Mengolo,Agostino Mengolo,3205359825
Ranieri,Giunti-Sanudo,Ranieri Giunti-Sanudo,3739439527
Lolita,Bongiorno-Medici,Lolita Bongiorno-Medici,3829149174
Luca,Molesini,Luca Molesini,3930794939
Susanna,Gussoni,Susanna Gussoni,3894359262
Milena,Anastasi,Milena Anastasi,3934433729
Liana,Tomasini,Liana Tomasini,3202460554
Iolanda,Leone,Iolanda Leone,3608843912
Arturo,Orsini,Arturo Orsini,3418662987
Ilaria,Porcellato,Ilaria Porcellato,3485995293
Geronimo,Ferrucci,Geronimo Ferrucci,3145552419
Laura,Malatesta,Laura Malatesta,3244071979
Fiamma,Boitani,Fiamma Boitani,3075001202
Sig.ra,Antonella,Sig.ra Antonella Esposito,3318848700
Natalia,Doglioni-Ottino,Natalia Doglioni-Ottino,3291286959
Daniele,Cafarchia-Ruberto,Daniele Cafarchia-Ruberto,3982960576
Caterina,Pistoletto,Caterina Pistoletto,3645585393
Marcella,Moneta-Schiaparelli,Marcella Moneta-Schiaparelli,3420298161
Giustino,Benigni,Giustino Benigni,3026244912
Dott.,Filippo,Dott. Filippo Satta,3514458890
Marisa,Storladi,Marisa Storladi,3364586923
Alderano,Pavanello,Alderano Pavanello,3880011397
Gaspare,Bombieri,Gaspare Bombieri,3766274699
Gaetano,Gagliano,Gaetano Gagliano,3850089310
Milo,Falcone,Milo Falcone,3611982999
Alphons,Rocca,Alphons Rocca,3969744786
Cipriano,Mercantini-Simeoni,Cipriano Mercantini-Simeoni,3535631980
Alphons,Malenchini,Alphons Malenchini,3562004989
Matilda,Valmarana,Matilda Valmarana,3124004516
Gianmarco,Tornatore,Gianmarco Tornatore,3823161778
Anita,Morosini,Anita Morosini,3611685224
Danilo,Nordio,Danilo Nordio,3737153063
Dott.,Ivan,Dott. Ivan Puglisi,3573193288
Dott.,Barbara,Dott. Barbara Gadda,3175478710
Alderano,Fieramosca-Faggiani,Alderano Fieramosca-Faggiani,3147336288
Ninetta,Pavanello,Ninetta Pavanello,3638595264
Maria,Lercari,Maria Lercari,3743860568
Sig.ra,Serafina,Sig.ra Serafina Vittadello,3211064928
Michela,Balla,Michela Balla,3989746763
Flavio,Quasimodo,Flavio Quasimodo,3040521946
Sig.ra,Camilla,Sig.ra Camilla Sinisi,3881942272
Fedele,Bignardi,Fedele Bignardi,3597661669
Stefania,Spinola,Stefania Spinola,3606545393
Annibale,Toldo,Annibale Toldo,3520385284
Nedda,Petrocelli,Nedda Petrocelli,3657758228
Severino,Trapani,Severino Trapani,3918552618
Eleanora,Cesarotti-Vittadello,Eleanora Cesarotti-Vittadello,3525088003
Arnulfo,Aulenti,Arnulfo Aulenti,3357403419
Rosa,Pareto-Santoro,Rosa Pareto-Santoro,3114863942
Temistocle,Paruta,Temistocle Paruta,3894667761
Maurizio,Marzorati,Maurizio Marzorati,3971926686
Danilo,Nicolucci,Danilo Nicolucci,3739320901
Carolina,Bocca,Carolina Bocca,3991299369
Licia,Rocca,Licia Rocca,3093364150
Paoletta,Sorrentino,Paoletta Sorrentino,3917956140
Leonardo,Mezzetta,Leonardo Mezzetta,3204114911
Lamberto,Toldo,Lamberto Toldo,3329848036
Isabella,Foà-Nievo,Isabella Foà-Nievo,3248324593
Tiziana,Merisi-Soranzo,Tiziana Merisi-Soranzo,3100176230
Letizia,Pincherle,Letizia Pincherle,3450893865
Susanna,Respighi-Donà,Susanna Respighi-Donà,3031816406
Sig.,Alessandro,Sig. Alessandro Donà,3312888621
Rocco,Callegari-Tosto,Rocco Callegari-Tosto,3283922234
Gabriele,Zaccardo,Gabriele Zaccardo,3672482112
Melissa,Vezzali,Melissa Vezzali,3447447895
Dott.,Dolores,Dott. Dolores Federici,3792527009
Graziano,Giannetti,Graziano Giannetti,3581302872
Federigo,Rossellini-Sermonti,Federigo Rossellini-Sermonti,3147210428
Dott.,Rosaria,Dott. Rosaria Interminei,3315182095
Ubaldo,Riccardi-Stoppani,Ubaldo Riccardi-Stoppani,3293416862
Sandro,Carducci,Sandro Carducci,3635624917
Rembrandt,Calvo,Rembrandt Calvo,3662455665
Olga,Trevisani,Olga Trevisani,3902739418
Isabella,Contarini,Isabella Contarini,3592471391
Margherita,Ortese-Zanichelli,Margherita Ortese-Zanichelli,3488506620
Enzio,Prada-Peano,Enzio Prada-Peano,3587903968
Guarino,Bajamonti,Guarino Bajamonti,3869711224
Sig.ra,Viridiana,Sig.ra Viridiana Caffarelli,3180973124
Sig.ra,Fabia,Sig.ra Fabia Metella,3326046744
Massimo,Marenzio,Massimo Marenzio,3398412701
Diana,Gaiatto,Diana Gaiatto,3003321686
Roberta,Giulietti,Roberta Giulietti,3945633602
Gustavo,Baroffio,Gustavo Baroffio,3791633858
Giovanna,Babato,Giovanna Babato,3214068022
Ugo,Goldoni,Ugo Goldoni,3729325351
Leone,Franzese-Pugliese,Leone Franzese-Pugliese,3772910484
Marco,Boldù,Marco Boldù,3629984199
Ivan,Foconi,Ivan Foconi,3643132014
Lisa,Niscoromni-Ioppi,Lisa Niscoromni-Ioppi,3729299306
Vanessa,Brambilla,Vanessa Brambilla,3694591547
Liberto,Petrucelli-Trillini,Liberto Petrucelli-Trillini,3720012234
Antonino,Bonolis,Antonino Bonolis,3473394094
Nedda,Giusti-Taliercio,Nedda Giusti-Taliercio,3828722911
Paolo,Leonetti,Paolo Leonetti,3546782886
Ninetta,Draghi,Ninetta Draghi,3263403144
Giulio,Martucci-Stefanelli,Giulio Martucci-Stefanelli,3388844626
Beatrice,Giusti,Beatrice Giusti,3507338655
Camilla,Sokolov,Camilla Sokolov,3964711138
Laura,Romiti,Laura Romiti,3435036750
Dott.,Marissa,Dott. Marissa Farnese,3802592493
Tiziana,Ferragamo,Tiziana Ferragamo,3651753987
Stefani,Antelami,Stefani Antelami,3608201278
Elisa,Matteotti,Elisa Matteotti,3727859047
Orazio,Pacillo,Orazio Pacillo,3787817814
Monica,Vittadello,Monica Vittadello,3919196366
Eva,Toninelli,Eva Toninelli,3957115705
Fiamma,Cocci,Fiamma Cocci,3858951131
Luciana,Turci,Luciana Turci,3432209746
Antonina,Notarbartolo,Antonina Notarbartolo,3710422072
Isa,Taccola,Isa Taccola,3396524452
Panfilo,Tartaglia,Panfilo Tartaglia,3572594221
Giovanna,Ughi,Giovanna Ughi,3057922933
Stefano,Cantimori,Stefano Cantimori,3605412707
Dott.,Venancio,Dott. Venancio Verri,3070186247
Giustino,Corcos,Giustino Corcos,3852506516
Sig.ra,Fiamma,Sig.ra Fiamma Vasari,3296066748
Rosina,Giunti,Rosina Giunti,3084531614
Dott.,Corrado,Dott. Corrado Bulzoni,3708101315
Sig.ra,Marina,Sig.ra Marina Satta,3099559880
Sig.,Ludovico,Sig. Ludovico Tozzo,3280405059
Vito,Calbo-Sabbatini,Vito Calbo-Sabbatini,3620939715
Pompeo,Boito,Pompeo Boito,3831699015
Sig.,Nicola,Sig. Nicola Schicchi,3911316683
Azeglio,Trevisan-Giusti,Azeglio Trevisan-Giusti,3861263764
Elisa,Zaguri-Magrassi,Elisa Zaguri-Magrassi,3054828202
Caterina,Tamborini,Caterina Tamborini,3075465136
Dionigi,Zaccagnini,Dionigi Zaccagnini,3149818961
Raffaello,Trombetta,Raffaello Trombetta,3647549073
Mercedes,Romiti,Mercedes Romiti,3857400676
Nico,Greggio,Nico Greggio,3578002057
Gianmarco,Micca,Gianmarco Micca,3439940608
Gianluca,Accardo,Gianluca Accardo,3125900419
Niccolò,Zacchia,Niccolò Zacchia,3222446672
Antonino,Galvani,Antonino Galvani,3721751204
Livia,Argurio,Livia Argurio,3509328343
Raffaellino,Baracca,Raffaellino Baracca,3371435731
Ferdinando,Soffici,Ferdinando Soffici,3484634326
Fabrizia,Niscoromni,Fabrizia Niscoromni,3502599631
Alessandra,Giovine,Alessandra Giovine,3790635482
Maria,Tiepolo,Maria Tiepolo,3533497399
Sig.ra,Evangelista,Sig.ra Evangelista Scarpa,3079137127
Piermaria,Trentini-Finotto,Piermaria Trentini-Finotto,3690043318
Ezio,Rapisardi,Ezio Rapisardi,3448409263
Piergiorgio,Cugia,Piergiorgio Cugia,3044967578
Stefania,Zichichi-Olivetti,Stefania Zichichi-Olivetti,3085931016
Matilda,Morabito,Matilda Morabito,3993365296
Ermes,Vigliotti,Ermes Vigliotti,3980501547
Camilla,Ciampi,Camilla Ciampi,3271314900
Girolamo,Lamborghini-Antonioni,Girolamo Lamborghini-Antonioni,3506952427
Sig.,Mariano,Sig. Mariano Casagrande,3872444916
Stella,Ziani,Stella Ziani,3050267205
Cristina,Bevilacqua,Cristina Bevilacqua,3858876644
Michela,Monicelli,Michela Monicelli,3114764410
Ottavio,Donini-Farnese,Ottavio Donini-Farnese,3734518688
Antonino,Angiolello-Camicione,Antonino Angiolello-Camicione,3892848585
Stefania,Mastroianni,Stefania Mastroianni,3661747291
Flavio,Contrafatto,Flavio Contrafatto,3335063983
Dott.,Aria,Dott. Aria Corbo,3556000533
Dott.,Tina,Dott. Tina Gelli,3994577207
Ida,Sibilia,Ida Sibilia,3032888380
Annibale,Govoni,Annibale Govoni,3123441689
Gianluca,Marzorati,Gianluca Marzorati,3945397961
Francesca,Tassoni,Francesca Tassoni,3954285582
Santino,Vitturi,Santino Vitturi,3388515499
Sig.,Lando,Sig. Lando Bandello,3540735539
Patrizia,Dossetti,Patrizia Dossetti,3797237179
Natalia,Giunti,Natalia Giunti,3912410470
Sole,Tiepolo,Sole Tiepolo,3059602794
Bianca,Serao,Bianca Serao,3813811121
Dott.,Antonia,Dott. Antonia Gigli,3046617108
Maria,Chechi,Maria Chechi,3980971387
Gaspare,Gradenigo,Gaspare Gradenigo,3185360566
Fortunata,Mondadori-Sommaruga,Fortunata Mondadori-Sommaruga,3463032893
Diana,Micca,Diana Micca,3601562567
Camilla,Pacomio-Guinizzelli,Camilla Pacomio-Guinizzelli,3503393955
Fiorino,Boitani,Fiorino Boitani,3806570797
Ricciotti,Gozzi,Ricciotti Gozzi,3833572466
Augusto,Grassi-Argurio,Augusto Grassi-Argurio,3628583147
Rita,Columbo-Pagnotto,Rita Columbo-Pagnotto,3485801867
Tonia,Giacometti,Tonia Giacometti,3845802546
Amalia,Lucarelli,Amalia Lucarelli,3476312823
Liberto,Necci,Liberto Necci,3034147055
Michela,Monduzzi-Paruta,Michela Monduzzi-Paruta,3866534454
Concetta,Marinetti,Concetta Marinetti,3835378465
Giustino,Salvo,Giustino Salvo,3069989068
Zaira,Grossi,Zaira Grossi,3798527829
Maria,Pometta,Maria Pometta,3360051725
Ermes,Busoni,Ermes Busoni,3993623323
Agnolo,Scalera,Agnolo Scalera,3100572176
Graziella,Roccabonella,Graziella Roccabonella,3234851871
